V1	V2	V3
Locus10946	0.62646415125714	NA	NA
Locus10951	0.399449189251239	NA	NA
Locus1096	0.0175919829996933	NA	NA
Locus10960	0.602082254193464	NA	NA
Locus10961	0.362728257503644	NA	NA
Locus10962	0.537033286826812	NA	NA
Locus10965	0.0203963441179506	NA	NA
Locus10967	0.196963056279617	NA	NA
Locus10969	0.537373833854908	NA	NA
Locus10975	0.137063451059033	NA	NA
Locus10978	0.284689724343817	NA	NA
Locus10980	0.632868613261262	NA	NA
Locus10983	0.478814106472556	NA	NA
Locus10988	0.572924531401642	NA	NA
Locus10989	0.427991684629573	NA	NA
Locus10990	0.654214550901569	NA	NA
Locus10991	0.189649574656601	NA	NA
Locus10993	0.543356155519248	NA	NA
Locus10997	0.683449747186457	NA	NA
Locus11	0.0113572781751008	NA	NA
Locus1100	0.41282681140103	NA	NA
Locus11001	0.776123171377978	NA	NA
Locus11003	0.101795562626592	NA	NA
Locus11004	0.96188818531894	NA	NA
Locus11005	0.656911522397511	NA	NA
Locus11009	0.0199312405546186	NA	NA
Locus1101	0.155938206242583	NA	NA
Locus11010	0.966966188910297	NA	NA
Locus11026	0.00529225550120365	NA	NA
Locus1103	0.773591489688555	NA	NA
Locus11031	0.39872011466496	NA	NA
Locus11032	0.0847463878591301	NA	NA
Locus11033	0.00177369016881176	NA	NA
Locus11037	0.431429214418523	NA	NA
Locus11038	0.191037071641872	NA	NA
Locus11043	0.233854972118994	NA	NA
Locus11045	0.158025108675757	NA	NA
Locus11048	0.0764040194451003	NA	NA
Locus1105	0.232418638723317	NA	NA
Locus11050	0.0232961743907126	NA	NA
Locus11059	0.0803044192451147	NA	NA
Locus11065	0.448430422930783	NA	NA
Locus1107	0.615664500751782	NA	NA
Locus11072	0.00887180436032388	NA	NA
Locus11079	0.100223292410485	NA	NA
Locus11083	0.0034898539924408	NA	NA
Locus11084	0.0673818328167192	NA	NA
Locus11087	0.00268687154374031	NA	NA
Locus1109	0.0135130849850509	NA	NA
Locus11094	0.0209559861896449	NA	NA
Locus11097	0.137559317812633	NA	NA
Locus111	0.00172119520103406	NA	NA
Locus11101	0.292155929292932	NA	NA
Locus11102	0.581006166559436	NA	NA
Locus11103	0.0451713065651284	NA	NA
Locus11104	0.604118228135499	NA	NA
Locus11106	0.550734842348603	NA	NA
Locus11108	0.46780082581713	NA	NA
Locus1111	0.0147146384196498	NA	NA
Locus11113	0.620569387438729	NA	NA
Locus11119	0.289374813432046	NA	NA
Locus1112	0.0474413841553329	NA	NA
Locus11123	0.146819824210239	NA	NA
Locus11124	0.221612575371577	NA	NA
Locus1113	0.829854613216185	NA	NA
Locus11132	0.19054155294639	NA	NA
Locus11144	0.0383410988727772	NA	NA
Locus11150	0.111151852321529	NA	NA
Locus11154	0.11202361890827	NA	NA
Locus11157	0.424397453933175	NA	NA
Locus11164	0.0764610965687713	NA	NA
Locus11165	0.142498912855829	NA	NA
Locus11167	0.567578469403771	NA	NA
Locus11168	0.093687038813399	NA	NA
Locus1117	0.454567115084906	NA	NA
Locus11175	0.132561534090858	NA	NA
Locus11176	0.534405533204343	NA	NA
Locus11178	0.115104982662769	NA	NA
Locus11179	0.827985218693474	NA	NA
Locus1118	0.117111689446797	NA	NA
Locus11181	0.917602705863443	NA	NA
Locus11183	0.263793592145669	NA	NA
Locus11185	0.037004127306302	NA	NA
Locus11186	0.880840713097661	NA	NA
Locus11187	0.504138516663157	NA	NA
Locus11190	0.217221904555815	NA	NA
Locus112	0.496159929375264	NA	NA
Locus11205	0.627958959538984	NA	NA
Locus11209	0.0403643596095221	NA	NA
Locus1121	0.159265010038004	NA	NA
Locus11215	0.0877715393704414	NA	NA
Locus11217	0.030585177744081	NA	NA
Locus11218	0.0820967520547043	NA	NA
Locus11220	0.114574729898539	NA	NA
Locus11221	0.538651256127709	NA	NA
Locus11224	0.756408519803747	NA	NA
Locus11228	0.923046598995423	NA	NA
Locus1123	0.415066124589244	NA	NA
Locus11232	0.00109072840851027	NA	NA
Locus11234	0.112187470845442	NA	NA
Locus11236	0.00262403041098815	NA	NA
Locus11238	0.132284724023288	NA	NA
Locus11247	0.104062246278359	NA	NA
Locus11249	0.0141647488638165	NA	NA
Locus11258	0.487889967323886	NA	NA
Locus1126	0.454238646527751	NA	NA
Locus11263	0.300389968051573	NA	NA
Locus11267	0.999519075076269	NA	NA
Locus11269	0.84226247936694	NA	NA
Locus1127	0.329005562124323	NA	NA
Locus11275	0.0603558149864779	NA	NA
Locus11278	0.373196488157331	NA	NA
Locus11279	0.141195805770054	NA	NA
Locus11280	0.0676157824819803	NA	NA
Locus11285	0.360715315081833	NA	NA
Locus11290	0.120488425754512	NA	NA
Locus11296	0.116390087630046	NA	NA
Locus11309	0.975150924824594	NA	NA
Locus11310	0.5357118148253	NA	NA
Locus11314	0.717597956980212	NA	NA
Locus11316	0.837551025446406	NA	NA
Locus11318	0.181732574419409	NA	NA
Locus1132	0.0870985704151689	NA	NA
Locus11324	0.909183940318671	NA	NA
Locus11335	0.0840992410620465	NA	NA
Locus11342	0.348849920690288	NA	NA
Locus11345	0.183570753209205	NA	NA
Locus11348	0.227231448524116	NA	NA
Locus11349	0.0990155978271548	NA	NA
Locus1135	0.506312257704748	NA	NA
Locus11350	0.232572905811072	NA	NA
Locus11356	0.171232561731669	NA	NA
Locus11359	0.0277282914147856	NA	NA
Locus1136	0.625959694856118	NA	NA
Locus11362	0.0684393291653552	NA	NA
Locus11368	0.225261743424108	NA	NA
Locus1137	0.151354794152134	NA	NA
Locus11373	0.515969649774614	NA	NA
Locus11378	0.165362925344228	NA	NA
Locus1138	0.175718874049074	NA	NA
Locus11383	0.190126532231693	NA	NA
Locus11389	0.0731321145712393	NA	NA
Locus11393	0.115096452234438	NA	NA
Locus11395	0.0101271489112715	NA	NA
Locus11399	0.409454560974848	NA	NA
Locus114	0.391963788689041	NA	NA
Locus1140	0.938388089012462	NA	NA
Locus11407	0.757345268728925	NA	NA
Locus11409	0.339274864838281	NA	NA
Locus11414	0.894110895679719	NA	NA
Locus11423	0.826476832495436	NA	NA
Locus11425	0.0563265058077026	NA	NA
Locus11429	0.0107703222293631	NA	NA
Locus1143	0.0465590478407605	NA	NA
Locus11431	0.046838857932532	NA	NA
Locus11434	0.453855743817431	NA	NA
Locus11436	0.650032377036945	NA	NA
Locus11437	0.0875027952180731	NA	NA
Locus11439	0.660471884438909	NA	NA
Locus11444	0.0499757659857992	NA	NA
Locus1145	0.288973772249289	NA	NA
Locus11450	0.479618189536289	NA	NA
Locus11452	0.207697571496865	NA	NA
Locus11456	0.0501080379852337	NA	NA
Locus11457	0.0642899477013755	NA	NA
Locus11458	0.0678796133188004	NA	NA
Locus11462	0.918885625262087	NA	NA
Locus11464	0.914416699746232	NA	NA
Locus11465	0.0839442181575622	NA	NA
Locus11467	0.80835433932494	NA	NA
Locus11468	0.0233526787585837	NA	NA
Locus1147	0.75394787641966	NA	NA
Locus11470	0.649348133936276	NA	NA
Locus11474	0.325732284386691	NA	NA
Locus11479	0.124750410673788	NA	NA
Locus1148	0.793948864920465	NA	NA
Locus11484	0.321874726048477	NA	NA
Locus11487	0.0122670490800224	NA	NA
Locus11490	0.421604648059827	NA	NA
Locus11491	0.468706186085739	NA	NA
Locus11492	0.0245872352985192	NA	NA
Locus11493	0.700328183441669	NA	NA
Locus11494	0.0795520593124483	NA	NA
Locus11495	0.922403688345781	NA	NA
Locus11497	0.0127833726909567	NA	NA
Locus11498	0.0421233933991983	NA	NA
Locus11499	0.0871663836743539	NA	NA
Locus11503	0.817699191922154	NA	NA
Locus11507	0.0849547789433914	NA	NA
Locus11518	0.097651623886547	NA	NA
Locus11522	0.603073671332257	NA	NA
Locus11523	0.340598200769742	NA	NA
Locus11525	0.0732919536503303	NA	NA
Locus1153	0.670029931952439	NA	NA
Locus11531	0.00428603101331185	NA	NA
Locus11537	0.00634670343347828	NA	NA
Locus1154	0.25307342599798	NA	NA
Locus11540	0.22158763884723	NA	NA
Locus11541	0.528958438938438	NA	NA
Locus11544	0.0278190519646541	NA	NA
Locus11547	0.203595379750435	NA	NA
Locus11550	0.0497312209006417	NA	NA
Locus11553	0.611871871428809	NA	NA
Locus11555	0.47663899944724	NA	NA
Locus11556	0.408145408505886	NA	NA
Locus11562	0.0971947035921477	NA	NA
Locus11566	0.404628471243406	NA	NA
Locus11569	0.48890073880742	NA	NA
Locus11573	0.331727931720427	NA	NA
Locus11579	0.00176853913573766	NA	NA
Locus11582	0.340440214181973	NA	NA
Locus11586	0.4881374732416	NA	NA
Locus11588	0.0180846919862605	NA	NA
Locus1159	0.137253582808045	NA	NA
Locus11591	0.297678590029789	NA	NA
Locus116	0.106989760995315	NA	NA
Locus1160	0.000896227739759749	NA	NA
Locus11602	0.00253503990900756	NA	NA
Locus11603	0.405133571038832	NA	NA
Locus11608	0.409628911707579	NA	NA
Locus11610	0.29282429240088	NA	NA
Locus11623	0.339200441493698	NA	NA
Locus11628	0.356763560630822	NA	NA
Locus1163	0.0710388784552583	NA	NA
Locus11639	0.605244361407658	NA	NA
Locus1164	0.642596224368301	NA	NA
Locus11642	0.181824728536621	NA	NA
Locus11644	0.315943042713066	NA	NA
Locus11645	0.676737827329701	NA	NA
Locus11646	0.493294389835295	NA	NA
Locus11649	0.659818188589082	NA	NA
Locus11651	0.889011893340365	NA	NA
Locus11654	0.725904405943313	NA	NA
Locus1167	0.547735478793466	NA	NA
Locus11671	0.112594377930295	NA	NA
Locus11672	0.863622339735476	NA	NA
Locus11673	0.526648208029932	NA	NA
Locus11678	0.0196162717512876	NA	NA
Locus11679	0.8102320786125	NA	NA
Locus11680	0.311222936873626	NA	NA
Locus11681	0.274540233982151	NA	NA
Locus11683	0.885058698996768	NA	NA
Locus11684	0.174785529308921	NA	NA
Locus11687	0.52523482443868	NA	NA
Locus11691	0.0665953601321208	NA	NA
Locus11693	0.00431457666410744	NA	NA
Locus11694	0.0617803868690541	NA	NA
Locus11695	0.5217460085881	NA	NA
Locus11696	0.814726627679063	NA	NA
Locus11698	0.0575260984283579	NA	NA
Locus11699	0.124979549600989	NA	NA
Locus11701	0.0116230010070738	NA	NA
Locus11702	0.0957758695866681	NA	NA
Locus11703	0.00679137216635406	NA	NA
Locus11705	0.276604389935857	NA	NA
Locus1172	0.0644959406108291	NA	NA
Locus11720	0.901483315931231	NA	NA
Locus11722	3.37197571300589e-05	NA	NA
Locus11724	0.0110034134576155	NA	NA
Locus11727	0.101916640844889	NA	NA
Locus1173	0.186631378021924	NA	NA
Locus11730	0.0085340060668578	NA	NA
Locus11735	0.215873668325415	NA	NA
Locus11736	0.105566592887222	NA	NA
Locus11740	0.0947476953039989	NA	NA
Locus11745	0.534409589028486	NA	NA
Locus11752	0.675274334892878	NA	NA
